,Ab_Debris,Ab_Others,Ab_CD3-CD16-CD19-,Ab_CD3+CD4-CD8-,Ab_CD3+CD4+CD8-,Ab_CD3+CD4-CD8+,Ab_CD3+CD4+CD8+,Ab_CD3-CD16+CD56+,Ab_CD3+CD16+CD56+,Ab_CD3-CD19+,Lymph Events,CD3+,CD3+CD4+,CD3+CD8+,CD3+CD4+CD8+,CD3-,CD16+CD56,CD19+,%T-sum,CD4/CD8 Ratio,LymphSum
/home/zhanglu2/Documents/warehouse/CYTEK/TBNK/02/Streck_20190829_1_Lot_3,20.19632301,53.148218449999995,0.0,1.3124356,11.60041217,6.5187916900000005,0.7809534100000001,2.8038396899999998,0.0,3.63902598,0.27,75.8,43.5,24.45,2.93,0.0,10.51,13.65,1.99,1.78,99.96
/home/zhanglu2/Documents/warehouse/CYTEK/TBNK/02/Streck_201909010_1_Lot_3,3.38069904,62.80557613,0.0,1.75095966,15.825981550000002,8.694188160000001,0.08754798,3.54232608,0.0,3.9127214,0.34,77.93,46.79,25.7,0.26,0.0,10.47,11.57,4.92,1.82,99.97
/home/zhanglu2/Documents/warehouse/CYTEK/TBNK/02/Streck_201909012_1_Lot_2,5.28,61.80480000000001,0.0,1.5872000000000002,15.3088,8.4288,0.16,3.4175999999999997,0.0,4.0127999999999995,0.33,77.4,46.5,25.6,0.49,0.0,10.38,12.19,4.32,1.82,99.97
/home/zhanglu2/Documents/warehouse/CYTEK/TBNK/02/Streck_201909017_1_Lot_1,3.01282051,64.19871794999999,0.0,1.11111111,16.014957260000003,8.38675214,0.36324786,3.2051282100000003,0.0,3.70726496,0.33,78.89,48.83,25.57,1.11,0.0,9.77,11.3,2.27,1.91,99.96
/home/zhanglu2/Documents/warehouse/CYTEK/TBNK/02/Streck_201909019_1_Lot_2,3.6531597700000003,61.44236826,0.0,1.0917489,15.987822800000002,8.36657569,1.13373924,3.73714046,0.0,4.58744489,0.35,76.13,45.79,23.96,3.25,0.0,10.7,13.14,-0.12,1.91,99.97
/home/zhanglu2/Documents/warehouse/CYTEK/TBNK/02/Streck_201909024_1_Lot_2,3.0780700800000003,64.16018745,0.0,1.2461391,14.84716157,8.46735542,1.08637768,3.13132389,0.0,3.98338481,0.33,78.26,45.3,25.84,3.31,0.0,9.55,12.15,0.5,1.75,99.96
/home/zhanglu2/Documents/warehouse/CYTEK/TBNK/02/Streck_201909026_1_Lot_1,4.0286186,62.663731430000006,0.0,1.16675839,15.52008806,8.72867364,1.15575124,2.99394606,0.0,3.74243258,0.33,79.75,46.58,26.2,3.47,0.0,8.99,11.23,0.03,1.78,99.97
/home/zhanglu2/Documents/warehouse/CYTEK/TBNK/02/Streck_20190904_1_Lot_1,5.67515617,62.080730419999995,0.0,1.3839500200000001,15.132148009999998,8.18356559,0.13935608,3.4694858199999996,0.0,3.93560788,0.32,77.01,46.92,25.37,0.43,0.0,10.76,12.2,3.86,1.85,99.97
/home/zhanglu2/Documents/warehouse/CYTEK/TBNK/02/Streck_20190904_1_Lot_2,38.430436289999996,41.57264431,0.0,1.13982056,8.737340679999999,5.08298356,0.68543263,2.12561131,0.0,2.2257306800000003,0.2,78.2,43.67,25.41,3.43,0.0,10.62,11.12,2.26,1.72,99.94
/home/zhanglu2/Documents/warehouse/CYTEK/TBNK/02/Streck_20190912_1_Lot_2,4.81980026,62.52713851,0.0,1.42205818,15.46895354,7.88102475,0.10855406000000001,3.53886235,0.0,4.23360834,0.33,76.17,47.36,24.13,0.33,0.0,10.83,12.96,4.02,1.96,99.96
